,Solothurn,Basel-Landschaft,Schwyz,Aargau,Ticino,Schaffhausen,Uri,Freiburg,Luzern,Geneve,Zug,Jura,Obwalden,Thurgau,Glarus,Basel-Stadt,Appenzell-Ausserrhoden,Nidwalden,Zurich,Appenzell-Innerrhoden,Neuchatel,Bern,Graubunden,Sankt-Gallen,Waadt,Wallis
2019-03-13 06:00:00,85423,51088,40927,153959,39194,14715,7006,59145,86205,51084,36377,11685,6927,61391,11347,31618,13010,13360,267898,2368.0,28592,206158,25442,114959,129331,38844
2019-03-13 07:00:00,102055,64658,51084,182740,69912,19217,7875,79382,102953,111462,54841,14502,7767,69798,13291,48316,15735,16426,378719,2846.0,44026,264662,39175,140723,212773,62870
2019-03-13 08:00:00,71054,51245,36438,128295,60017,13544,6798,52385,68617,115587,42959,8829,5141,44553,9325,46374,9348,10570,290413,1760.0,31902,183156,30587,94466,167568,47281
2019-03-13 09:00:00,57724,44527,30382,102877,52023,11490,7380,45081,58438,92975,29273,8223,4846,40187,8129,34307,7842,9091,221985,1653.0,25183,156145,32816,83875,134179,50788
2019-03-13 10:00:00,55308,46027,29046,98003,52304,11186,7349,43889,56659,84261,25527,8366,4410,38567,7966,34993,7946,9025,209741,1706.0,24496,151296,35147,83523,127583,54696
2019-03-13 11:00:00,65011,54334,32385,116850,60073,13818,7481,55315,70340,102386,30648,11214,5448,45431,9087,44729,9565,10625,263504,1993.0,32135,181578,41324,100648,154417,64139
2019-03-13 12:00:00,69836,64369,33035,124384,60398,14143,7265,54090,72959,110689,32465,11741,5613,47141,9053,55822,9678,10858,281263,2011.0,32513,191704,39051,103663,161444,58187
2019-03-13 13:00:00,72165,64470,36629,128337,68244,14937,8589,59035,77815,114130,33286,12705,6046,51708,10364,60911,10979,12186,274413,2185.0,34273,200782,43469,111150,164357,63263
2019-03-13 14:00:00,65309,53130,34649,118713,58839,13398,8031,50713,69874,101336,30580,9714,5349,46386,9784,56128,9802,11042,243934,2125.0,29186,178425,40987,98569,151646,59584
2019-03-13 15:00:00,74571,55433,37488,133151,63491,14082,8574,57499,76716,102304,33690,10884,6030,51070,10469,56809,10303,12155,269153,2129.0,31429,202086,42545,107866,166253,61185
2019-03-13 16:00:00,102135,68675,48286,178183,73604,18714,10355,79945,105869,117567,45967,16924,8349,67145,13700,68662,14030,16583,353790,2743.0,44889,277808,45450,142093,210911,71971
2019-03-13 17:00:00,111803,73699,57575,203627,74953,22111,10995,86472,118504,131362,57247,16429,9369,81570,15707,72809,17911,18870,409415,3346.0,48242,296116,47044,164493,226126,73401
2019-03-13 18:00:00,75293,56497,43215,149248,59609,16367,7613,62255,84100,118696,43617,11694,6275,60143,11422,57535,12376,13074,308092,2562.0,35571,200542,32572,115641,179172,54890
2019-03-13 19:00:00,50501,38420,27689,95046,37687,10868,4807,39011,53259,82606,25104,7009,4012,38313,7162,42595,8171,8130,204417,1599.0,20962,129305,20075,73821,115055,34702
2019-03-13 20:00:00,32915,24952,18297,61731,26683,6964,3318,24816,35403,52297,15715,4756,2325,23803,4551,31681,5383,5124,141481,1076.0,13225,85594,12742,49257,72220,22803
2019-03-13 21:00:00,26186,19724,13802,49354,20112,5713,2454,19614,29640,36683,12896,3496,1980,19397,3663,24813,4132,4387,112585,869.0,10254,72913,10415,38810,56859,17299
2019-03-13 22:00:00,20887,16125,10781,38120,15436,3701,1824,15639,22143,31521,10203,2761,1453,16401,2800,24094,3229,2999,84984,644.0,8511,53853,7957,29427,47023,12420
2019-03-13 23:00:00,11951,11445,5461,20734,7577,1914,810,7657,10821,18824,4841,1245,608,7680,1262,17750,1748,1474,39660,348.0,3650,25894,3426,14987,23716,5986
2019-03-14 00:00:00,9580,10693,4170,17449,6254,1335,1276,6619,8834,11089,2945,1151,527,5360,1209,15543,959,1018,31781,156.0,3538,22771,3124,11781,20216,5585
2019-03-14 01:00:00,3402,4260,1341,4861,1811,371,392,1947,2538,4069,1029,300,150,1827,443,9282,350,511,8047,75.0,901,5632,1058,3970,5114,1291
2019-03-14 02:00:00,3480,4043,1289,4846,1554,305,367,1899,2311,2406,864,306,161,1845,415,7158,293,379,7456,63.0,876,5736,1029,3603,5035,1316
2019-03-14 03:00:00,3936,4217,1528,6202,1471,404,472,2065,3089,2414,1150,354,164,1998,468,7658,318,516,8747,85.0,1019,6674,1094,3907,5304,1771
2019-03-14 04:00:00,8090,7518,3296,14295,2797,1296,948,4704,7419,5144,2384,1198,440,5416,1012,8985,1169,1188,19313,213.0,2318,14684,2120,9947,10343,3443
2019-03-14 05:00:00,27370,19835,11701,50635,10782,5283,2461,15580,26315,15543,9175,3476,1884,19264,3628,14571,3617,4000,81664,758.0,7828,55894,6549,33578,33673,10424
2019-03-14 06:00:00,76533,52015,37191,138873,36980,13610,6924,52431,76639,49242,32738,10716,6034,56863,10325,34011,12676,12217,243320,2337.0,26541,182852,23083,106000,117249,34966
2019-03-14 07:00:00,95346,67201,46381,167777,64895,18196,7160,70696,92466,105753,49682,12894,7005,65050,12163,52393,14633,14439,347126,2719.0,39753,237934,35251,129207,195180,56810
2019-03-14 08:00:00,66430,53260,34445,120897,57175,13326,6364,47767,64664,111497,41320,8434,4937,42867,8524,49987,9031,10275,271434,1860.0,28978,168009,28689,88503,154884,43316
2019-03-14 09:00:00,54412,44876,28891,95671,50738,10796,6784,41033,56121,87686,27583,7559,4123,38053,8311,36962,8185,9029,208563,1693.0,22775,141350,29790,80985,120173,43490
2019-03-14 10:00:00,51352,45130,27381,92324,50004,10732,7135,39916,53929,79681,23707,7525,4275,37532,7934,36124,7816,9414,193666,1650.0,21571,137100,32935,80231,116568,46909
2019-03-14 11:00:00,59553,49769,30344,105992,55744,12844,7694,49148,65063,94597,28134,9926,4988,43323,8733,42192,8849,10061,239342,1868.0,27024,165384,36561,94484,137204,54296
2019-03-14 12:00:00,61957,50944,30075,110733,56942,12812,7305,48073,66287,103369,29934,9929,4998,44165,8656,45358,8500,9924,253245,1644.0,27030,173178,34283,95788,138472,50462
2019-03-14 13:00:00,66157,55777,33933,117776,63795,13874,7820,52883,71170,107645,31286,10959,5391,47953,9594,46751,10554,10932,253995,2213.0,30758,180513,39424,104577,146521,56590
2019-03-14 14:00:00,59577,52439,31053,107610,54056,11876,7060,44830,62534,89361,27581,8033,4630,42942,9602,41895,8948,10005,219594,1990.0,24171,157395,35055,91172,131393,50360
2019-03-14 15:00:00,69238,56410,34961,125608,59593,13621,7612,53417,71610,95740,32633,10066,5485,48633,10388,44996,10100,11082,253183,2098.0,28505,184157,37186,102378,151518,54463
2019-03-14 16:00:00,94982,71014,46543,166625,70178,17976,9564,70271,96721,115638,43778,15468,7563,65153,13258,56422,13889,15057,331521,2613.0,41475,251186,41457,135043,194462,67519
2019-03-14 17:00:00,100918,77102,53888,187180,72330,20637,10311,79414,111038,127808,53922,15160,8406,75259,15478,64016,17122,17220,386858,3360.0,44247,273868,44517,153787,207290,66444
2019-03-14 18:00:00,78835,59083,41935,144426,57386,15824,7547,59063,79397,116515,44168,11626,6017,56516,11517,50966,12262,12696,299311,2397.0,33690,195549,31662,112536,165680,50530
2019-03-14 19:00:00,48723,36783,27268,92747,39871,10525,4436,39622,51440,82628,28112,6874,3752,36314,7508,32187,7706,7847,198792,1524.0,20841,127073,20433,74590,110643,31912
2019-03-14 20:00:00,32775,24773,18072,58806,26644,6465,3879,23968,33652,52729,15256,4612,2207,23488,4609,21126,5047,5185,137586,1012.0,13540,80513,13330,49579,68477,21674
2019-03-14 21:00:00,26401,19000,14016,47737,19213,5714,2697,20095,28704,38868,12963,3317,1872,19682,3759,16012,4397,4145,113300,858.0,10899,69343,10884,40464,56598,16774
2019-03-14 22:00:00,22047,14690,12123,40781,15900,4246,1940,18055,24179,33365,17130,2942,1704,15325,2805,12034,3432,3319,93753,639.0,8668,60717,8648,32565,52230,12713
2019-03-14 23:00:00,12005,7745,6554,21392,8144,2068,1127,9095,12286,20324,6679,1443,795,8354,1433,7036,1944,1966,46173,383.0,4210,32079,4547,16527,27221,6459
2019-03-15 00:00:00,8163,4979,2874,12533,6187,990,933,5881,7472,14715,3093,931,382,4323,876,4129,843,1027,29224,154.0,2779,28766,2824,9294,17667,3323
2019-03-15 01:00:00,2681,2027,1272,4238,2896,359,714,1879,2422,5095,1115,388,137,1612,365,1744,329,496,9044,66.0,987,6016,1248,3496,6228,1734
2019-03-15 02:00:00,2264,1605,1069,3570,1689,334,1170,1461,2296,3529,756,201,89,1272,260,1299,255,707,7023,39.0,786,4298,1214,2939,4746,1389
2019-03-15 03:00:00,3384,2332,1186,5428,1679,367,500,1784,3377,3246,929,386,130,1716,350,1491,348,913,8541,93.0,1010,6164,1308,3824,5895,1886
2019-03-15 04:00:00,7415,5266,2755,13574,3024,1200,770,4117,7160,5727,2248,1138,357,5122,800,3539,1082,936,18891,204.0,2165,13586,2268,9336,10409,3512
2019-03-15 05:00:00,25704,17265,11286,49261,11026,5150,2269,15152,25673,16259,8777,3469,1908,18715,3401,10384,3382,3654,80572,654.0,7698,53693,6401,32420,33148,10324
2019-03-15 06:00:00,73901,50240,36713,135766,37311,13346,6259,52695,76593,48849,32178,10570,6034,55201,10052,31859,11936,11966,238173,2245.0,25909,180735,22744,103899,115704,35547
2019-03-15 07:00:00,89364,65020,46208,161288,66361,16895,6825,71619,91222,105369,47576,12706,7152,63660,12286,50332,14607,14562,336592,2718.0,39109,229020,34924,129577,193870,57971
2019-03-15 08:00:00,65498,53104,35329,119194,58877,13088,6390,50519,64744,112401,38787,8559,4893,43169,9368,48529,9376,10614,269312,1820.0,29725,167911,29086,92577,159761,44059
2019-03-15 09:00:00,56422,49217,31077,101642,53163,12217,6768,44810,57912,91208,28440,7986,4772,40269,8778,39653,8184,9584,218831,1611.0,24451,150642,30621,85973,135394,44682
2019-03-15 10:00:00,55997,49497,30639,101856,56028,12134,7909,46017,59201,86373,26152,8395,4974,40361,9795,40039,8460,10132,211212,1769.0,24841,154589,35047,87956,136464,50771
2019-03-15 11:00:00,65393,55875,35078,117101,61434,13818,7941,55440,70622,102704,30823,11171,5706,46533,10957,45727,9698,11175,252617,2020.0,30920,186596,38847,105310,154780,61758
2019-03-15 12:00:00,69835,58066,35229,122421,62339,13412,8496,53658,72078,110656,31414,11274,5636,47212,11086,50831,9302,11301,269918,1824.0,30051,191586,38490,105640,155571,56298
2019-03-15 13:00:00,73473,63245,40875,131819,70263,14626,9168,61594,78569,116087,34322,12394,6436,52861,12881,52818,10784,13351,273777,2114.0,34182,201590,42780,116585,166624,63543
2019-03-15 14:00:00,72198,61527,39351,127234,61427,13565,8093,55848,73753,103528,32217,10190,6078,49404,13947,49525,10074,12891,250123,2094.0,28307,192439,42200,111440,160565,61670
2019-03-15 15:00:00,83348,66802,46500,149403,69879,15390,8454,66583,85751,111264,39056,12456,7574,57926,16841,52657,11550,14856,287590,2280.0,35066,222006,47150,128727,187923,68064
2019-03-15 16:00:00,104312,80228,56898,183640,76680,20006,12109,81832,109707,126148,48617,17266,9516,70860,18940,62790,15311,18582,355154,2862.0,46300,281423,53538,158860,216626,81393
2019-03-15 17:00:00,104421,77731,58839,188256,73596,19362,11407,79361,109756,130279,52707,15878,9525,73395,20416,63167,16255,19162,372332,3269.0,44527,272596,52456,160287,217143,76443
2019-03-15 18:00:00,84784,62981,51726,152384,62503,16284,10401,69146,88748,113627,42276,12481,7786,61618,17587,51095,12504,15589,299684,2681.0,36070,215420,43944,132612,186076,66621
2019-03-15 19:00:00,56120,43289,35151,100535,44146,11612,7949,47636,59549,86248,27631,8530,4629,41692,13919,35340,8459,10269,207387,1706.0,24584,147697,35128,92664,134310,51091
2019-03-15 20:00:00,37536,28342,24135,67464,30251,7579,5920,30695,39766,57315,17070,5352,2887,26598,8623,24675,5339,6300,142759,1076.0,13854,97377,25278,62128,89698,34142
2019-03-15 21:00:00,31272,22521,16760,53349,24051,6341,3780,23144,32211,42058,13762,4037,2077,21018,6093,19718,4320,4906,116448,881.0,10776,80166,19398,47590,68071,29204
2019-03-15 22:00:00,31850,19676,14843,51850,20991,5455,2988,22658,31284,39010,13332,4323,1920,20608,4651,17681,4334,4435,113079,845.0,12884,76368,15041,44980,61770,22532
2019-03-15 23:00:00,20979,13604,10732,37300,13882,3947,1847,16417,22576,29244,9469,3037,1626,15259,2951,11967,3108,3599,76959,689.0,8904,52334,9479,30376,43090,13810
2019-03-16 00:00:00,16421,11270,7525,28819,12746,2796,1519,12985,18723,24610,6446,2443,1336,10684,2157,9713,2093,2837,66615,436.0,6971,41722,6374,24203,36058,9631
2019-03-16 01:00:00,7865,5294,3284,13116,5600,1449,773,5517,7462,12172,2955,1243,396,5069,920,4893,987,1021,27496,153.0,3135,16559,3010,10845,15395,4394
2019-03-16 02:00:00,4554,4152,2101,7776,3260,1067,606,3745,4468,7380,1566,631,230,3166,509,3618,628,602,18734,151.0,2057,10549,2056,6679,10394,2941
2019-03-16 03:00:00,3758,3525,1617,6164,2595,708,474,3241,3725,5842,1423,502,207,2464,469,2899,468,583,14403,86.0,1513,8793,1976,5288,8515,2253
2019-03-16 04:00:00,5026,4368,2117,8116,2962,940,596,3199,4424,7065,1594,657,208,3447,606,3478,622,603,16822,108.0,1498,10026,2089,6895,9762,3002
2019-03-16 05:00:00,9568,7095,4308,15391,4878,1764,1479,6320,9050,9899,3367,1179,650,6728,1468,5304,1193,1634,30190,255.0,2789,21190,4045,12414,14998,5189
2019-03-16 06:00:00,22448,13262,12691,35244,10700,3614,3443,14760,20436,15319,8296,2596,2017,14452,4639,9265,3103,3907,60231,710.0,6452,51928,10117,32560,30769,13768
2019-03-16 07:00:00,43273,21277,27405,66750,21812,5649,7318,30911,44052,29812,18149,4392,5664,25893,12634,13997,6059,10784,108049,1489.0,12340,104969,27607,71300,72188,32289
2019-03-16 08:00:00,56403,34012,37690,96181,38761,9388,10795,44429,59952,56335,25530,6753,8078,37882,15158,22738,8238,14109,165342,1848.0,19418,153278,53978,96373,112363,60553
2019-03-16 09:00:00,67111,46687,43786,119294,52802,13006,12745,56794,71330,76849,30101,9324,8413,47780,15163,31645,10252,14665,214645,2310.0,25781,186960,68635,113838,143039,83456
2019-03-16 10:00:00,73710,55491,47787,132121,59401,15339,12890,66249,81193,89914,33625,10715,8848,55316,16811,38576,11343,15442,246613,2837.0,31659,213601,75037,128451,165449,95731
2019-03-16 11:00:00,76046,60521,49644,138601,59015,16422,11898,68550,87378,97074,35621,11193,9031,58616,17082,43828,12148,17018,267944,3157.0,33469,221907,70437,134639,172781,94839
2019-03-16 12:00:00,74694,60475,47001,138120,52394,16002,10457,61966,85596,97421,34978,9698,8049,57104,15192,45878,11987,15265,273607,3112.0,30667,215284,61243,129771,160790,81346
2019-03-16 13:00:00,78972,65758,51447,147543,54660,17135,10777,69262,91940,99245,37370,11635,9397,61224,15916,49730,13547,16881,287550,3510.0,32919,232470,63538,140348,168163,81126
2019-03-16 14:00:00,80191,68312,53296,149052,59360,16958,11543,73102,95537,106351,38824,12855,9544,64549,15568,52557,13727,17467,290828,3630.0,35892,240372,68969,143568,183218,87585
2019-03-16 15:00:00,78494,64511,53089,145546,59445,16955,11882,72036,92401,110651,38512,12180,9557,61839,15884,50525,13033,18102,290793,3347.0,37170,236764,68671,138221,192692,90049
2019-03-16 16:00:00,80499,63194,55592,148141,59228,16660,12851,69855,91186,104279,40083,12793,9908,61148,16679,48808,13532,19482,293797,3408.0,36743,237183,58695,141349,191588,88215
2019-03-16 17:00:00,77284,60669,51123,140902,55889,15395,11552,60951,81828,98336,37187,11561,8220,59010,15660,47373,13521,17804,281173,3051.0,34757,205779,45776,129095,182311,72175
2019-03-16 18:00:00,63473,53644,39967,115631,49304,12896,8609,54503,65077,89125,30041,10245,5915,46925,11857,39620,9976,12509,232040,2475.0,29273,162829,32816,98945,153923,53256
2019-03-16 19:00:00,45343,38189,25761,83873,36160,10434,5569,41662,45265,71919,20547,8676,3916,32116,8168,29563,6849,7866,165591,1508.0,20377,112228,25129,68666,111879,37575
2019-03-16 20:00:00,35334,28220,18835,64086,23228,8255,3885,27405,34338,45816,15393,5206,2568,23810,5511,22098,4880,5674,125735,988.0,13249,80375,16805,53930,74396,29637
2019-03-16 21:00:00,32307,23930,15678,55557,20808,7115,3064,24729,30977,37261,13101,4110,2056,23408,4710,19184,5319,4323,111592,1083.0,11828,76768,13630,50569,62257,25278
2019-03-16 22:00:00,31173,23359,14394,54251,20369,6226,2804,26984,32921,43185,13611,4596,2145,21518,4009,19548,4532,4789,117441,916.0,12517,83180,13171,45658,64276,21005
2019-03-16 23:00:00,24740,18327,11585,42115,18059,4343,3617,20078,25298,31313,10725,3618,1638,15333,2941,15081,3268,4411,85170,639.0,10502,59654,9569,32244,51756,15072
2019-03-17 00:00:00,21403,16771,9446,38167,22390,3853,2312,16687,25376,30785,9464,3780,1554,13213,2425,14340,2618,3819,83438,487.0,9564,53734,8064,29740,48024,12339
2019-03-17 01:00:00,10628,8686,5010,19141,8449,2122,1730,8578,12029,15689,4853,2388,791,7516,1367,7178,1644,1664,38689,291.0,4489,24636,4854,16533,22677,6024
2019-03-17 02:00:00,6088,6312,3756,12365,4887,1515,704,6344,9065,10179,3868,1157,594,5301,935,4638,990,1222,27208,236.0,3429,16539,3534,10828,15273,4494
2019-03-17 03:00:00,4524,4479,2502,9485,3297,1081,518,4727,6679,7280,2696,926,354,3841,695,3693,790,840,21388,223.0,2095,11910,2720,7737,11232,3095
2019-03-17 04:00:00,4161,3778,1922,7658,3021,1171,623,3006,5027,7595,1949,857,301,3261,538,3366,670,773,18701,168.0,1802,9348,1710,6613,10202,3032
2019-03-17 05:00:00,5178,4183,2380,8548,3097,1129,750,3457,5231,8584,2043,677,400,3816,680,3663,742,930,21518,147.0,1988,11951,2288,7150,10888,3292
2019-03-17 06:00:00,9871,6652,5547,15793,5988,1708,1671,6572,9178,9953,3525,1016,1126,6473,1855,5056,1422,2014,29655,359.0,3210,23827,6245,13896,15683,7739
2019-03-17 07:00:00,15850,8972,10924,24521,9748,2323,2814,12869,15765,15746,6925,1812,2851,9694,4880,6320,2334,4322,46007,681.0,5224,41689,13051,27170,31544,14717
2019-03-17 08:00:00,26571,16242,18711,45095,17319,4357,4745,22291,29215,30824,12584,3407,4284,18119,7020,10810,4255,7199,82860,1125.0,9159,71665,28669,46191,55875,32290
2019-03-17 09:00:00,40171,28807,28938,71465,27554,7491,7272,33953,45685,47495,19590,5645,5843,29907,9862,18810,7633,9626,136384,1995.0,15416,114522,44164,72914,86692,52121
2019-03-17 10:00:00,50056,38125,36484,87405,35311,10183,8998,42113,56050,60742,23891,7613,6808,37887,12850,26391,10025,12386,167229,2882.0,19088,140580,54556,94503,106983,65652
2019-03-17 11:00:00,54832,45610,42197,97451,40419,11770,10234,50761,63440,70313,26579,10239,7345,44532,15262,31699,12007,13860,185335,3417.0,24554,160784,58864,111079,126576,69602
2019-03-17 12:00:00,55098,45106,41964,96447,33037,11996,10141,41473,60982,70800,26657,7132,6739,45181,15030,33050,11394,12816,196500,3028.0,19420,155208,53464,109919,115209,58375
2019-03-17 13:00:00,59806,49493,46609,104883,32548,12043,11405,42125,67646,67697,29187,7029,7682,47917,17493,34963,12741,14084,204822,3308.0,18027,160969,58729,121285,111103,58670
2019-03-17 14:00:00,64888,59180,48379,108629,38621,12531,11435,47849,69347,72227,30477,8612,8517,48352,18983,39998,12851,15539,209704,3626.0,20854,171674,64233,126793,128080,68292
2019-03-17 15:00:00,61855,54404,45704,107008,37616,12097,12232,49290,69029,71822,30939,8594,8420,47145,19590,36518,11398,15829,203642,3168.0,21314,171158,61470,119319,130973,65960
2019-03-17 16:00:00,62600,41909,43804,106713,38198,11949,10356,48677,68286,66899,31127,8652,7523,48271,18675,30254,10417,14695,208933,2630.0,21874,160434,50510,114228,125572,59414
2019-03-17 17:00:00,57241,49703,37696,98089,37070,10629,8479,44089,56080,62889,26932,8430,5974,40988,18811,30332,8862,11645,188359,2082.0,21213,136886,35772,99537,116100,48683
2019-03-17 18:00:00,50492,45982,30472,82005,32481,8517,6950,35917,41643,58116,20727,7194,3939,32243,16132,34697,6450,8187,145965,1339.0,17898,112009,26020,80967,96030,37314
2019-03-17 19:00:00,43546,30034,26673,70252,24135,7320,5624,28125,36153,48590,17185,5920,2912,27161,12081,23510,5703,6348,120363,1342.0,14110,91684,21303,62951,77807,29654
2019-03-17 20:00:00,34304,22444,20582,56708,18929,5825,4509,22464,28450,37631,14157,4146,2316,20911,8502,17954,4006,5259,105933,854.0,11204,73139,14758,47204,65622,21479
2019-03-17 21:00:00,25275,17219,13585,41030,13560,3975,3431,17502,21257,27903,11066,2985,1413,14775,4916,14621,2999,3486,82280,504.0,8459,52370,8784,30112,45798,13879
2019-03-17 22:00:00,16417,10728,7279,28798,11060,2737,1621,10825,12494,19902,6827,1759,752,9872,2498,9617,1638,2051,59651,312.0,4993,32307,5359,18312,28984,8260
2019-03-17 23:00:00,7573,5705,3460,12497,5206,1313,745,4349,6145,12833,3175,648,400,4490,1105,5200,723,1130,23589,116.0,2048,14397,2401,8484,13738,3954
2019-03-18 00:00:00,4607,3572,1699,7267,4906,713,731,2767,3895,7921,1597,439,229,2438,558,3244,469,613,15855,79.0,1468,10558,1620,5573,9833,2407
